timestamp,cpu_percent,memory_percent,process_count,network_connections,established_connections,disk_read_mb,disk_write_mb,unique_process_names
2026-08-30T11:51:33.377846,4.8,37.7,334,80,8,0.004,0.0,278
2026-08-30T11:51:37.403868,4.4,37.8,335,78,7,0.039,3.07,279
2026-08-30T11:51:41.429866,4.9,37.7,335,79,8,0.0,0.738,279
2026-08-30T11:51:45.454674,4.2,37.7,335,80,8,0.0,0.297,279
2026-08-30T11:51:49.479253,5.0,37.7,335,78,8,0.0,4.297,279
2026-08-30T11:51:53.499005,3.9,37.7,335,79,9,0.0,0.301,279
2026-08-30T11:51:57.519052,4.4,37.7,335,80,8,0.0,0.289,279
2026-08-30T11:52:01.544655,4.4,37.7,334,77,8,0.0,0.098,278
2026-08-30T11:52:05.564314,3.8,37.7,334,79,8,0.0,0.363,278
2026-08-30T11:52:09.595575,5.1,37.7,334,80,8,0.0,0.164,278
2026-08-30T11:52:13.626073,4.8,37.6,334,80,8,0.0,0.0,278
2026-08-30T11:52:17.654136,3.8,37.6,334,79,8,0.016,0.102,278
2026-08-30T11:52:21.676598,5.1,37.6,335,79,8,0.121,0.52,279
2026-08-30T11:52:25.706711,4.6,37.6,335,80,8,0.0,0.109,279
2026-08-30T11:52:29.730885,4.5,37.6,335,82,8,0.0,0.047,279
2026-08-30T11:52:33.760424,3.7,37.7,335,80,8,0.0,0.285,279
2026-08-30T11:52:37.785351,5.2,37.7,335,81,8,0.004,2.926,279
2026-08-30T11:52:41.812175,5.0,37.7,335,82,8,0.0,0.094,279
2026-08-30T11:52:45.831796,4.8,37.7,335,82,8,0.0,0.0,279
2026-08-30T11:52:49.857389,5.8,37.6,335,82,8,0.094,0.242,279
2026-08-30T11:52:53.880758,4.1,37.6,335,84,8,0.0,1.375,279
2026-08-30T11:52:57.912050,5.4,37.6,335,81,8,0.016,0.102,279
2026-08-30T11:53:01.943206,4.6,37.6,335,82,8,0.0,0.0,279
2026-08-30T11:53:05.962647,4.0,37.6,335,83,8,0.0,0.672,279
2026-08-30T11:53:09.982000,4.4,37.5,335,79,7,0.031,2.684,279
2026-08-30T11:53:14.006337,6.3,37.6,335,78,7,0.078,0.188,279
2026-08-30T11:53:18.024140,5.5,37.5,335,76,7,0.0,0.113,279
