timestamp,cpu_percent,memory_percent,process_count,network_connections,established_connections,disk_read_mb,disk_write_mb,unique_process_names
2026-09-04T10:28:59.718125,6.1,32.2,335,112,10,0.109,0.48,281
2026-09-04T10:29:03.749405,5.8,32.1,335,109,10,0.0,15.188,281
2026-09-04T10:29:07.777225,15.1,32.1,335,109,10,0.059,0.641,281
2026-09-04T10:29:11.795560,5.2,32.4,335,109,9,0.0,0.285,281
2026-09-04T10:29:15.815042,5.6,32.2,337,106,9,1.34,0.574,283
2026-09-04T10:29:19.834011,6.6,32.2,335,106,7,0.0,1.66,281
2026-09-04T10:29:23.858385,4.7,32.2,335,109,7,0.0,0.23,281
2026-09-04T10:29:27.876744,4.9,32.1,335,107,7,0.0,0.332,281
2026-09-04T10:29:31.893072,12.0,32.5,332,109,7,0.199,0.977,278
2026-09-04T10:29:35.918259,6.1,32.1,330,114,8,0.0,9.551,276
2026-09-04T10:29:39.948662,5.9,32.2,330,111,8,0.988,0.516,276
2026-09-04T10:29:43.975649,5.5,32.1,330,114,8,0.0,0.0,276
2026-09-04T10:29:47.996620,9.4,32.0,330,114,8,0.367,0.391,276
2026-09-04T10:29:52.021576,6.6,32.2,330,115,10,0.992,2.645,276
2026-09-04T10:29:56.039336,16.2,34.1,332,124,14,19.445,8.121,276
2026-09-04T10:30:00.065842,7.0,33.7,332,122,15,2.312,1.699,276
2026-09-04T10:30:04.091502,5.9,33.0,334,122,15,0.0,0.73,278
2026-09-04T10:30:08.119731,11.9,33.2,335,123,16,0.023,17.512,276
2026-09-04T10:30:12.143637,6.9,32.9,332,121,16,0.004,0.438,273
2026-09-04T10:30:16.160329,15.6,33.5,332,124,16,0.039,0.871,273
2026-09-04T10:30:20.186597,12.4,33.4,332,125,16,0.375,0.457,273
2026-09-04T10:30:24.213867,11.4,33.1,332,119,16,0.0,19.707,273
2026-09-04T10:30:28.228939,14.0,33.2,332,121,16,0.379,0.543,273
2026-09-04T10:30:32.256677,15.2,33.0,332,121,16,0.0,0.262,273
2026-09-04T10:30:36.288107,12.9,33.0,329,114,15,0.043,18.164,274
2026-09-04T10:30:40.318820,15.8,33.5,330,118,15,0.0,0.484,275
2026-09-04T10:30:44.352979,13.9,33.5,330,115,15,0.0,0.629,275
2026-09-04T10:30:48.380204,11.0,33.2,330,116,15,0.0,0.039,275
2026-09-04T10:30:52.405797,5.3,33.2,328,116,15,0.004,1.031,273
2026-09-04T10:30:56.424194,3.9,33.3,328,115,15,0.0,2.293,273
2026-09-04T10:31:00.448302,6.2,33.2,328,117,15,0.0,0.59,273
2026-09-04T10:31:04.475792,4.9,32.8,329,117,15,0.027,0.176,274
2026-09-04T10:31:08.527238,13.1,32.8,329,115,15,0.0,17.262,274
2026-09-04T10:31:12.546002,4.1,32.6,329,117,15,0.0,0.539,274
2026-09-04T10:31:16.560210,7.3,32.7,329,116,14,0.0,0.262,274
2026-09-04T10:31:20.586041,3.0,32.7,329,113,14,0.0,0.039,274
2026-09-04T10:31:24.615354,12.2,33.5,329,115,14,0.043,1.203,274
2026-09-04T10:31:28.641169,4.7,33.3,329,113,14,0.375,0.945,274
2026-09-04T10:31:32.658785,12.2,33.9,330,116,14,2.953,2.059,275
2026-09-04T10:31:36.684459,7.1,33.7,330,118,14,0.0,0.434,275
2026-09-04T10:31:40.716751,15.0,34.2,330,113,14,0.004,9.473,275
2026-09-04T10:31:44.735482,26.8,41.7,330,115,14,2.984,0.0,275
2026-09-04T10:31:48.764303,6.5,36.2,330,116,14,1.789,1.043,275
2026-09-04T10:31:52.792963,7.4,35.6,330,113,14,0.004,20.047,275
2026-09-04T10:31:56.819907,7.1,35.2,330,116,14,0.0,0.191,275
2026-09-04T10:32:00.846406,6.6,34.7,330,117,14,0.148,0.043,275
2026-09-04T10:32:04.863403,8.7,34.1,330,112,14,0.0,6.75,275
2026-09-04T10:32:08.877481,18.6,34.3,330,114,14,0.004,14.699,275
2026-09-04T10:32:12.902129,7.9,34.2,330,114,14,0.207,0.547,275
2026-09-04T10:32:16.927564,5.7,34.0,330,111,14,0.129,0.367,275
2026-09-04T10:32:20.953266,4.6,34.1,330,114,14,0.434,6.77,275
2026-09-04T10:32:24.981971,6.2,34.0,330,115,13,0.0,1.094,275
2026-09-04T10:32:29.008029,9.7,34.0,330,115,13,0.0,0.359,275
2026-09-04T10:32:33.026090,5.4,34.3,330,115,13,0.027,0.0,275
2026-09-04T10:32:37.041302,4.2,34.2,330,110,13,0.0,6.812,275
2026-09-04T10:32:41.066777,7.0,34.2,330,108,10,0.0,11.504,275
2026-09-04T10:32:45.092880,5.2,34.2,330,108,10,0.0,0.199,275
2026-09-04T10:32:49.113323,4.5,34.2,330,105,8,0.652,0.195,275
2026-09-04T10:32:53.128781,13.0,34.2,330,106,7,0.07,0.152,275
2026-09-04T10:32:57.154177,4.3,34.2,330,107,7,0.0,24.711,275
2026-09-04T10:33:01.168514,7.2,34.3,330,107,7,0.246,0.246,275
2026-09-04T10:33:05.186672,9.2,34.1,330,110,7,0.0,0.336,275
2026-09-04T10:33:09.215938,5.2,33.8,329,112,7,0.0,0.277,274
2026-09-04T10:33:13.244660,4.1,33.8,329,111,7,0.0,9.457,274
2026-09-04T10:33:17.263306,5.4,34.0,329,112,7,0.035,0.078,274
2026-09-04T10:33:21.288588,5.4,34.0,329,111,7,0.316,0.262,274
2026-09-04T10:33:25.308231,6.7,34.0,329,110,8,0.0,2.68,274
2026-09-04T10:33:29.334216,10.7,34.1,329,109,7,0.0,0.648,274
2026-09-04T10:33:33.353062,5.2,34.1,329,113,10,0.0,0.852,274
2026-09-04T10:33:37.367253,7.1,34.1,329,114,10,0.047,0.375,274
2026-09-04T10:33:41.385444,5.3,34.4,329,115,10,0.0,8.945,274
2026-09-04T10:33:45.403861,4.7,34.3,329,114,10,0.0,0.262,274
2026-09-04T10:33:49.423284,3.7,34.2,329,113,10,0.84,0.164,274
2026-09-04T10:33:53.448108,4.3,34.1,329,115,12,0.0,0.258,274
2026-09-04T10:33:57.474251,4.2,34.1,329,111,10,0.0,1.52,274
2026-09-04T10:34:01.499558,3.6,34.4,329,113,10,1.551,0.031,274
2026-09-04T10:34:05.522971,6.8,34.2,329,112,10,0.055,0.43,274
2026-09-04T10:34:09.542029,4.3,34.2,329,111,10,1.5,0.27,274
2026-09-04T10:34:13.567221,3.4,33.9,329,111,10,0.148,16.332,274
2026-09-04T10:34:17.586533,4.3,33.9,329,112,10,0.0,0.254,274
2026-09-04T10:34:21.601115,8.8,33.9,329,112,10,0.094,0.035,274
2026-09-04T10:34:25.619649,6.4,34.0,329,114,10,0.0,0.16,274
2026-09-04T10:34:29.643709,4.4,34.0,329,111,10,0.0,4.277,274
2026-09-04T10:34:33.673382,4.8,34.0,329,112,9,0.0,0.41,274
2026-09-04T10:34:37.700066,3.4,34.0,329,112,10,0.0,0.188,274
2026-09-04T10:34:41.719302,5.0,34.0,329,111,10,0.0,9.242,274
2026-09-04T10:34:45.744202,4.8,34.2,329,112,10,0.0,0.199,274
2026-09-04T10:34:49.770045,3.1,34.1,329,113,10,0.0,0.223,274
2026-09-04T10:34:53.796599,5.1,34.1,329,114,10,0.301,0.312,274
2026-09-04T10:34:57.820076,4.6,34.1,329,115,10,0.0,0.297,274
2026-09-04T10:35:01.846742,3.5,34.1,329,115,10,0.0,0.035,274
2026-09-04T10:35:05.861096,9.0,34.1,329,115,10,0.094,0.184,274
2026-09-04T10:35:09.882741,4.9,34.0,329,114,10,0.0,0.414,274
2026-09-04T10:35:13.902290,3.0,33.8,329,116,10,0.0,12.25,274
2026-09-04T10:35:17.927301,4.2,33.8,329,115,10,0.0,0.168,274
2026-09-04T10:35:21.946977,5.1,33.8,329,114,10,0.004,0.16,274
2026-09-04T10:35:25.971120,3.3,33.8,329,113,10,0.0,0.0,274
2026-09-04T10:35:29.995244,7.8,33.9,329,112,10,0.0,1.215,274
2026-09-04T10:35:34.025674,4.1,33.9,329,114,10,0.0,0.312,274
2026-09-04T10:35:38.040631,3.2,33.9,328,111,10,0.0,0.176,273
2026-09-04T10:35:42.058812,4.2,33.9,328,112,10,0.0,0.0,273
2026-09-04T10:35:46.083503,4.2,33.9,328,111,10,0.0,7.559,273
2026-09-04T10:35:50.097826,6.8,34.1,328,109,10,0.0,0.141,273
2026-09-04T10:35:54.124421,3.6,34.1,327,111,10,0.0,0.004,272
2026-09-04T10:35:58.151143,4.6,34.1,328,111,10,0.0,0.211,273
2026-09-04T10:36:02.178187,3.1,34.1,328,110,10,0.0,0.695,273
2026-09-04T10:36:06.203659,3.7,34.1,328,110,10,0.0,0.23,273
2026-09-04T10:36:10.228459,4.6,33.9,328,111,10,0.0,0.176,273
2026-09-04T10:36:14.246602,3.2,34.0,328,110,10,0.129,7.605,273
2026-09-04T10:36:18.273045,4.0,33.9,328,108,8,0.0,0.27,273
2026-09-04T10:36:22.298792,4.8,33.8,328,107,6,0.0,0.301,273
2026-09-04T10:36:26.318382,3.0,33.8,328,107,6,0.0,0.0,273
2026-09-04T10:36:30.343271,5.1,33.9,328,107,6,10.391,9.762,273
2026-09-04T10:36:34.357733,10.3,34.0,327,106,6,0.0,0.008,272
2026-09-04T10:36:38.390603,3.2,34.0,327,107,6,0.0,0.18,272
2026-09-04T10:36:42.409489,3.7,33.9,327,108,6,0.0,0.352,272
2026-09-04T10:36:46.439316,5.0,33.9,327,107,6,0.0,11.07,272
2026-09-04T10:36:50.458220,3.5,33.9,327,108,6,0.43,0.207,272
2026-09-04T10:36:54.484173,4.0,33.9,327,109,6,0.0,0.0,272
2026-09-04T10:36:58.502666,5.1,34.1,327,108,6,0.0,0.254,272
2026-09-04T10:37:02.521715,3.7,34.1,327,108,6,0.0,1.477,272
2026-09-04T10:37:06.551330,4.0,34.1,327,109,6,0.0,0.387,272
2026-09-04T10:37:10.577712,5.1,33.8,327,108,6,0.0,0.047,272
2026-09-04T10:37:14.604199,2.9,33.7,327,108,6,0.0,0.148,272
2026-09-04T10:37:18.618538,10.0,33.7,327,108,6,0.0,7.559,272
2026-09-04T10:37:22.643366,4.2,33.7,327,109,6,0.0,0.137,272
2026-09-04T10:37:26.662674,3.4,33.7,327,109,6,0.0,0.426,272
2026-09-04T10:37:30.688786,4.0,33.7,327,109,6,0.0,0.246,272
2026-09-04T10:37:34.713797,5.5,33.7,327,107,5,0.0,0.336,272
2026-09-04T10:37:38.742887,4.3,33.7,327,109,5,0.0,0.125,272
2026-09-04T10:37:42.761892,3.8,34.1,327,107,5,0.008,0.133,272
2026-09-04T10:37:46.791086,5.0,34.1,327,108,5,0.0,13.305,272
2026-09-04T10:37:50.817041,3.6,34.1,327,108,5,0.258,0.043,272
2026-09-04T10:37:54.836785,4.4,34.1,327,107,5,0.0,0.441,272
2026-09-04T10:37:58.863264,6.3,34.1,327,108,5,0.0,0.148,272
2026-09-04T10:38:02.878535,4.7,34.1,327,109,5,0.0,0.469,272
2026-09-04T10:38:06.907597,3.8,34.7,327,108,5,0.016,0.379,272
2026-09-04T10:38:10.939339,4.7,34.3,327,109,5,0.461,0.375,272
2026-09-04T10:38:14.965104,5.0,33.8,327,107,5,0.0,0.129,272
2026-09-04T10:38:18.993921,3.2,33.7,327,109,5,0.0,10.254,272
2026-09-04T10:38:23.018096,4.1,33.7,327,109,5,0.0,0.172,272
2026-09-04T10:38:27.039542,4.5,33.9,327,108,5,1.078,1.246,272
2026-09-04T10:38:31.059725,4.2,33.9,327,107,5,0.0,0.383,272
2026-09-04T10:38:35.085291,4.8,33.9,327,108,5,0.004,0.211,272
2026-09-04T10:38:39.114599,7.9,33.6,327,108,5,0.0,0.137,272
2026-09-04T10:38:43.138948,4.5,33.6,327,108,5,0.0,0.359,272
2026-09-04T10:38:47.153391,10.4,33.7,327,109,5,0.0,0.086,272
2026-09-04T10:38:51.179672,4.5,33.7,327,108,5,0.0,7.078,272
2026-09-04T10:38:55.203864,4.1,33.7,327,108,5,0.0,0.34,272
2026-09-04T10:38:59.229899,4.2,33.7,327,108,5,0.0,0.316,272
2026-09-04T10:39:03.255183,4.0,33.7,327,106,5,0.0,0.082,272
2026-09-04T10:39:07.284844,3.6,33.7,327,106,5,0.0,0.359,272
2026-09-04T10:39:11.316067,3.7,33.7,327,105,5,0.098,0.027,272
2026-09-04T10:39:15.334899,4.1,33.6,327,108,7,0.0,0.438,272
2026-09-04T10:39:19.359036,5.4,33.6,327,106,5,0.0,7.773,272
2026-09-04T10:39:23.383072,3.4,33.6,327,105,5,0.0,0.004,272
2026-09-04T10:39:27.408711,4.3,33.6,327,106,5,0.0,0.09,272
2026-09-04T10:39:31.426202,9.2,33.7,327,106,5,0.0,0.164,272
2026-09-04T10:39:35.445466,4.5,33.7,327,106,5,0.0,0.141,272
2026-09-04T10:39:39.471006,4.2,33.7,327,106,5,0.0,0.246,272
2026-09-04T10:39:43.496694,3.3,33.7,327,107,5,0.0,0.141,272
2026-09-04T10:39:47.516367,3.8,33.7,327,106,5,0.0,0.074,272
2026-09-04T10:39:51.542327,4.2,33.7,327,106,5,0.0,5.488,272
2026-09-04T10:39:55.566028,4.5,33.8,327,107,5,0.0,0.184,272
2026-09-04T10:39:59.592336,3.9,33.8,327,106,5,0.0,0.293,272
2026-09-04T10:40:03.622941,5.1,33.8,327,107,5,0.0,0.0,272
2026-09-04T10:40:07.642528,4.8,33.8,327,107,5,0.0,0.754,272
